mean,std,min,max,median,skewness,kurtosis,range,depth_proxy,q_0_1,q_0_25,q_0_75,q_0_9,periodogram_peak_frequency,periodogram_peak_power,label
0.00292805372537136,0.9679319613435846,-1.8130887295212017,2.137954524798645,-0.051662762412825004,0.12474795555954564,-1.1523760621125747,3.951043254319847,1.7614259671083767,-1.2609706210946263,-0.8171169306314934,0.8885416766313603,1.3247130200057726,0.9960937500000036,0.7837596382794554,1
0.04964654832591918,0.7765701265183865,-2.990227981746664,1.9356733774420396,0.12070559930005124,-0.7402123255623525,1.5649031812279244,4.925901359188703,3.1109335810467154,-0.9482779791937956,-0.30563013584265125,0.5441960506634806,0.8584439079822714,4.980468750000018,0.22916056513784863,1
-0.031321227271341824,0.9872862405586011,-1.993323496181733,2.220745270810761,-0.18012447885994495,0.168230039530948,-0.8562640755155937,4.214068766992494,1.813199017321788,-1.302339781459922,-0.766734858326724,0.7884508812967348,1.3690055982795513,1.992187500000007,0.6984624252316183,1
0.005045517067191602,0.77874101542135,-2.058174447442677,1.7218642782358788,0.001733949315164642,-0.05750574585734397,-0.6663359123714971,3.7800387256785557,2.0599083967578413,-0.9735489946921271,-0.5660386403509025,0.6262624451225529,0.9897943935303868,73.71093750000026,0.3533491520770051,0
-0.0010122952302332282,0.6594072609996829,-1.5681024083567368,2.138119107969735,-0.09108955862872883,0.4885816183521588,0.1604752801871765,3.7062215163264716,1.477012849728008,-0.7867168886589146,-0.4557981945745384,0.37911041109108384,0.901693770491296,20.917968750000075,0.07555718060685569,1
0.03067733916147794,0.8484295953750428,-1.9198537187080646,2.0982822204390272,-0.026140502161352053,0.12280247880288349,-0.691963877091653,4.018135939147092,1.8937132165467125,-1.0590489033668233,-0.6743682759633813,0.7018624175492867,1.1171409592924095,0.9960937500000036,0.3276681035008333,1
0.00012051419146803799,0.712350652664294,-2.100204044965292,1.9842409857960606,0.016265679494612585,-0.0885198382599218,-0.08144666425333691,4.084445030761353,2.116469724459905,-0.9337804258934432,-0.45128795793499143,0.4723050314154665,0.9027285443120521,104.58984375000037,0.08778076488825666,1
0.0015443376523806723,0.7577111755412259,-2.6037383084905366,1.8385686305716755,0.006079131698992131,-0.3753048599388145,0.15642565112226992,4.442306939062212,2.609817440189529,-0.9515336008096117,-0.5114435112954505,0.5559535530193952,0.9838263317294705,86.66015625000031,0.20634408732393736,1
-0.017427819751619465,0.83570244005306,-1.9348653374116833,1.603240050747794,-0.05396239631926228,-0.08933777202872535,-0.7616736783483802,3.5381053881594773,1.880902941092421,-1.1202805023583648,-0.5907065933504803,0.6562761910036112,1.1379136372094352,62.75390625000023,0.249734619529397,0
0.0008043249841003172,0.6908041564447136,-1.7657906053294152,2.1178090602230126,-0.04280609880019498,0.0865386467613363,-0.10246801544505724,3.8835996655524276,1.7229845065292202,-0.9681149085412821,-0.4006634637472233,0.4725346723816156,0.8953973638548347,1.992187500000007,0.054782376284915064,1
